time,open,high,low,close,volume
2025-10-08 21:15:00,4509.99,4510.99,4509.99,4510.98,1.4243258
2025-10-08 21:16:00,4510.99,4510.99,4510.98,4510.99,1.24596818
2025-10-08 21:17:00,4510.99,4511.67,4510.99,4511.66,0.47799088
2025-10-08 21:18:00,4511.67,4512.99,4511.67,4512.99,1.22780967
2025-10-08 21:19:00,4512.99,4517.97,4512.99,4517.63,5.53916913
2025-10-08 21:20:00,4517.42,4517.66,4517.3,4517.49,0.09513072
2025-10-08 21:21:00,4517.64,4518.99,4517.64,4518.99,6.06071985
2025-10-08 21:22:00,4518.98,4519.65,4518.98,4519.65,2.11663229
2025-10-08 21:23:00,4519.65,4523.45,4519.65,4523.1,2.35171231
2025-10-08 21:24:00,4523.1,4524.6,4523.1,4524.6,0.73674849
2025-10-08 21:25:00,4523.6,4524.59,4523.6,4523.82,8.28277344
2025-10-08 21:26:00,4523.81,4523.82,4523.81,4523.82,0.86021495
2025-10-08 21:27:00,4523.82,4524.6,4523.09,4523.1,2.23826082
2025-10-08 21:28:00,4523.09,4523.1,4521.1,4521.1,2.46084582
2025-10-08 21:29:00,4521.39,4523.06,4521.39,4523.06,2.30237141
2025-10-08 21:30:00,4523.05,4523.06,4522.5,4522.52,4.31351144
2025-10-08 21:31:00,4522.52,4522.52,4522.03,4522.04,0.1199219
2025-10-08 21:32:00,4522.04,4523.65,4522.04,4523.65,1.5542201
2025-10-08 21:33:00,4523.64,4523.65,4523.64,4523.65,0.05145586
2025-10-08 21:34:00,4523.65,4523.65,4523.64,4523.64,0.1503043
2025-10-08 21:35:00,4523.65,4524.6,4523.64,4524.6,1.22463701
2025-10-08 21:36:00,4523.98,4524.6,4523.97,4524.6,1.11061512
2025-10-08 21:37:00,4524.58,4524.6,4524.58,4524.6,0.22695722
2025-10-08 21:38:00,4524.59,4525.86,4524.59,4525.36,9.97068194
2025-10-08 21:39:00,4525.36,4525.36,4525.35,4525.36,0.36839413
2025-10-08 21:40:00,4525.35,4525.5,4525.35,4525.5,0.35827738
2025-10-08 21:41:00,4525.49,4525.5,4525.49,4525.5,0.53918003
2025-10-08 21:42:00,4525.98,4527.92,4525.98,4526.99,2.5655135
2025-10-08 21:43:00,4526.86,4526.9,4526.61,4526.73,0.18176143
2025-10-08 21:44:00,4526.61,4526.99,4526.61,4526.61,0.07426495
2025-10-08 21:45:00,4526.62,4526.62,4525.98,4525.98,0.76895735
2025-10-08 21:46:00,4525.98,4525.98,4524.51,4524.51,1.35346777
2025-10-08 21:47:00,4523.64,4523.64,4521.6,4521.6,1.76425313
2025-10-08 21:48:00,4521.6,4521.6,4520.63,4520.63,0.21163791
