time,open,high,low,close,volume
2025-10-08 21:17:00,2.89908,2.89918,2.89839,2.89839,571.55798971
2025-10-08 21:18:00,2.8977,2.89798,2.89727,2.89798,262.31318159
2025-10-08 21:19:00,2.89817,2.89827,2.89733,2.89803,2874.20026264
2025-10-08 21:20:00,2.89811,2.89851,2.89811,2.89851,153.31345621
2025-10-08 21:21:00,2.89887,2.89915,2.89852,2.89915,978.68343
2025-10-08 21:22:00,2.89946,2.89988,2.89946,2.89988,975.383076
2025-10-08 21:23:00,2.89988,2.89991,2.89988,2.89991,178.21492989
2025-10-08 21:24:00,2.89991,2.89991,2.8999,2.8999,406.55972523
2025-10-08 21:25:00,2.89974,2.9,2.8996,2.9,37266.95196655
2025-10-08 21:26:00,2.9,2.90302,2.9,2.90302,1972.11413783
2025-10-08 21:27:00,2.90302,2.9033,2.90157,2.90157,3590.65572736
2025-10-08 21:28:00,2.90132,2.90132,2.90001,2.90001,783.86795553
2025-10-08 21:29:00,2.90001,2.90015,2.89966,2.90015,3411.43881819
2025-10-08 21:30:00,2.9006,2.90078,2.89946,2.89946,2071.89288622
2025-10-08 21:31:00,2.89947,2.89947,2.89919,2.89934,714.93067
2025-10-08 21:32:00,2.9,2.9,2.89973,2.8998,14926.9478766
2025-10-08 21:33:00,2.8998,2.89983,2.89908,2.89908,622.2811
2025-10-08 21:34:00,2.89908,2.9,2.89908,2.89974,2124.956284
2025-10-08 21:35:00,2.89974,2.89974,2.89908,2.89908,902.382314
2025-10-08 21:36:00,2.89908,2.89908,2.89905,2.89906,308.31885
2025-10-08 21:37:00,2.89881,2.89948,2.89881,2.89909,20817.98569299
2025-10-08 21:38:00,2.9,2.9,2.9,2.9,3679.73283886
2025-10-08 21:39:00,2.9,2.90288,2.9,2.90189,13251.09898778
2025-10-08 21:40:00,2.9019,2.90249,2.9015,2.9024,11897.43436355
2025-10-08 21:41:00,2.90285,2.90318,2.90252,2.90252,124.4981
2025-10-08 21:42:00,2.90284,2.90326,2.90284,2.90305,20155.66881
2025-10-08 21:43:00,2.90306,2.90321,2.90306,2.90306,211.28752221
2025-10-08 21:44:00,2.90306,2.90323,2.90305,2.90321,1305.86778492
2025-10-08 21:45:00,2.90318,2.90319,2.90148,2.90148,508.22536167
2025-10-08 21:46:00,2.90148,2.90149,2.90084,2.90085,903.48606884
2025-10-08 21:47:00,2.90085,2.90102,2.90025,2.90026,565.88583441
2025-10-08 21:48:00,2.90033,2.90033,2.89743,2.89743,623.01302208
2025-10-08 21:49:00,2.89689,2.89689,2.89688,2.89688,582.34335864
2025-10-08 21:50:00,2.89689,2.89689,2.89688,2.89689,786.8653989
2025-10-08 21:51:00,2.89689,2.89689,2.89688,2.89689,1509.37623
2025-10-08 21:52:00,2.89689,2.89689,2.89688,2.89688,3799.25854207
