time,open,high,low,close,volume
2025-10-08 21:15:00,0.835812,0.836347,0.835812,0.836347,581.995675
2025-10-08 21:16:00,0.836966,0.836966,0.836966,0.836966,72.08863562
2025-10-08 21:17:00,0.836965,0.836965,0.836965,0.836965,22821.503886
2025-10-08 21:18:00,0.836965,0.836966,0.836965,0.836966,435.82570451
2025-10-08 21:19:00,0.837501,0.837502,0.837492,0.837502,32.366445
2025-10-08 21:20:00,0.837502,0.837502,0.837501,0.837501,855.67787664
2025-10-08 21:21:00,0.837501,0.837934,0.837501,0.837934,44.19273484
2025-10-08 21:22:00,0.837934,0.838593,0.837934,0.838593,1164.090529
2025-10-08 21:23:00,0.838655,0.838655,0.838655,0.838655,400.0
2025-10-08 21:24:00,0.838656,0.838656,0.838656,0.838656,33.84433081
2025-10-08 21:25:00,0.838656,0.838656,0.838656,0.838656,0.0
2025-10-08 21:26:00,0.839739,0.83984,0.839739,0.83984,4552.65419696
2025-10-08 21:27:00,0.83984,0.840178,0.839778,0.839779,8061.029225
2025-10-08 21:28:00,0.839739,0.839739,0.838577,0.838577,877.10350779
2025-10-08 21:29:00,0.838577,0.838577,0.838577,0.838577,0.0
2025-10-08 21:30:00,0.838941,0.838941,0.838941,0.838941,1904.77057352
2025-10-08 21:31:00,0.838844,0.838869,0.838487,0.838868,67453.74588078
2025-10-08 21:32:00,0.839738,0.839738,0.839303,0.839316,1487.38018941
2025-10-08 21:33:00,0.839719,0.83972,0.839367,0.839368,235.59019568
2025-10-08 21:34:00,0.839739,0.839739,0.839739,0.839739,4.84
2025-10-08 21:35:00,0.839739,0.839739,0.839739,0.839739,0.0
2025-10-08 21:36:00,0.839423,0.839733,0.83942,0.839733,408.493022
2025-10-08 21:37:00,0.839497,0.839505,0.839496,0.839504,64.41615372
2025-10-08 21:38:00,0.83974,0.83974,0.839503,0.839503,21.47243136
2025-10-08 21:39:00,0.839553,0.839554,0.83938,0.839553,3684.60148328
2025-10-08 21:40:00,0.83974,0.839822,0.83974,0.839822,5025.90464324
