timestamp,equity,drawdown,risk,positions,loop_time,latency_ms
2025-10-07 11:07:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:12,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:33,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:08:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:05,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:26,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:47,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:09:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:10:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:10:19,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:10:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:10:40,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:10:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:12,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:33,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:11:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:05,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:26,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:12:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:13:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:13:19,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:13:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:13:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:13:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:12,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:14:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:05,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:26,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:15:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:16:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:16:19,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:16:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:16:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:16:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:12,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:17:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:05,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:18:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:19:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:19:19,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:19:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:19:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:19:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:12,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:20:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:05,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:21:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:22:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:22:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:22:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:22:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:22:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:23:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:24:58,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:25:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:25:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:25:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:25:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:25:51,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:44,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:26:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:37,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:27:59,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:28:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:28:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:28:30,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:28:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:28:52,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:45,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:29:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:38,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:30:59,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:31:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:31:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:31:31,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:31:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:31:52,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:23,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:45,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:32:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:16,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:38,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:33:59,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:34:09,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:34:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:34:31,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:34:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:34:52,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:24,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:45,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:35:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:17,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:38,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:36:59,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:37:10,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:37:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:37:31,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:37:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:37:52,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:02,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:13,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:24,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:34,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:45,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:38:55,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:06,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:17,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:27,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:38,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:48,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:39:59,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:40:10,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:40:20,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:40:31,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:40:41,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:40:52,1000.0,0.0,NORMAL,0,0.11,20.0
2025-10-07 11:41:03,1000.0,0.0,NORMAL,0,0.11,20.0
