time,open,high,low,close,vwap,volume,count
2025-10-01 23:45:00,118400.1,118708.6,118400.0,118599.9,118528.7,32.42589252,660
2025-10-02 00:00:00,118600.0,119453.7,118600.0,119200.1,119153.0,332.62880089,4163
2025-10-02 00:15:00,119200.1,119237.5,118931.9,118999.6,119088.0,32.13365628,808
2025-10-02 00:30:00,118992.2,118992.3,118599.9,118611.7,118804.1,15.06099141,617
2025-10-02 00:45:00,118611.6,118723.0,118486.4,118486.5,118609.8,8.63679857,368
2025-10-02 01:00:00,118486.5,118734.0,118430.2,118689.3,118463.5,25.77395193,346
2025-10-02 01:15:00,118689.3,118719.1,118503.2,118537.9,118616.7,4.23746066,361
2025-10-02 01:30:00,118537.8,118759.5,118537.8,118759.5,118632.7,4.48901647,303
2025-10-02 01:45:00,118762.5,118903.3,118735.9,118736.0,118817.0,11.25023388,385
2025-10-02 02:00:00,118736.0,118750.7,118575.9,118739.0,118696.7,8.78604504,335
2025-10-02 02:15:00,118739.0,118799.1,118591.0,118591.1,118740.5,4.29499317,224
2025-10-02 02:30:00,118591.1,118771.5,118572.8,118732.3,118669.9,7.1653093,303
2025-10-02 02:45:00,118726.3,118799.3,118726.2,118799.2,118755.2,11.51632228,273
2025-10-02 03:00:00,118798.7,119000.0,118776.7,118951.2,118954.7,22.24992567,352
2025-10-02 03:15:00,118951.2,119045.8,118862.5,119009.4,118978.2,13.75400747,337
2025-10-02 03:30:00,119009.3,119065.8,118912.5,119000.0,118961.3,1.45533331,227
2025-10-02 03:45:00,119000.0,119000.0,118776.7,118776.8,118846.7,1.97643576,231
2025-10-02 04:00:00,118776.8,118950.3,118762.5,118949.7,118807.6,5.79329216,259
2025-10-02 04:15:00,118937.5,118937.6,118619.1,118620.6,118647.2,29.29463953,414
2025-10-02 04:30:00,118620.6,118622.5,118537.8,118583.5,118572.1,18.41134338,529
2025-10-02 04:45:00,118583.5,118700.0,118583.5,118674.9,118627.0,7.07778736,292
2025-10-02 05:00:00,118675.0,118700.0,118617.0,118617.0,118665.9,2.06801407,193
2025-10-02 05:15:00,118617.0,118657.8,118530.0,118633.1,118615.0,8.10389279,253
2025-10-02 05:30:00,118633.2,118657.7,118475.0,118531.5,118558.9,4.75387672,290
2025-10-02 05:45:00,118531.5,118531.5,118344.4,118374.9,118411.3,18.6397398,299
2025-10-02 06:00:00,118375.0,118492.6,118374.9,118475.0,118469.2,43.74449734,317
2025-10-02 06:15:00,118474.9,118500.0,118470.4,118499.9,118473.2,17.76162106,213
2025-10-02 06:30:00,118499.9,118692.0,118499.9,118692.0,118555.7,9.59903947,240
2025-10-02 06:45:00,118692.0,118699.3,118598.8,118699.3,118619.3,0.99104835,197
2025-10-02 07:00:00,118699.3,118700.0,118699.3,118700.0,118699.9,1.35603741,104
2025-10-02 07:15:00,118700.0,118700.0,118557.4,118557.5,118644.7,1.93369116,200
2025-10-02 07:30:00,118557.6,118557.6,118552.5,118552.6,118553.2,6.66068003,177
2025-10-02 07:45:00,118552.5,118552.6,118552.5,118552.6,118552.5,1.98818069,140
2025-10-02 08:00:00,118552.6,118552.6,118440.4,118450.1,118483.3,4.43794221,236
2025-10-02 08:15:00,118450.1,118612.6,118450.0,118612.6,118542.6,12.31225671,215
2025-10-02 08:30:00,118618.5,118672.3,118618.4,118672.2,118669.3,2.6062181,197
2025-10-02 08:45:00,118672.2,118687.5,118672.1,118687.5,118683.4,9.58982531,549
2025-10-02 09:00:00,118687.5,118687.5,118643.9,118667.6,118671.6,2.02300487,315
2025-10-02 09:15:00,118667.6,118667.6,118667.5,118667.6,118667.5,1.33793413,151
2025-10-02 09:30:00,118667.5,118719.0,118667.5,118700.0,118700.6,3.91018984,228
2025-10-02 09:45:00,118707.0,118847.7,118707.0,118847.6,118797.1,1.83388246,227
2025-10-02 10:00:00,118847.5,118900.0,118827.2,118827.2,118844.5,2.95750654,198
2025-10-02 10:15:00,118827.3,118827.3,118750.0,118750.1,118797.2,12.821591,243
2025-10-02 10:30:00,118750.1,118750.1,118750.0,118750.0,118750.0,1.53080932,182
2025-10-02 10:45:00,118750.1,118800.1,118700.0,118700.0,118758.0,4.61571647,218
2025-10-02 11:00:00,118700.1,118700.1,118670.1,118670.2,118692.0,3.98867417,212
2025-10-02 11:15:00,118670.1,118756.8,118670.1,118747.8,118741.2,11.16493643,275
2025-10-02 11:30:00,118747.8,118799.5,118745.1,118799.5,118752.6,24.49643849,309
2025-10-02 11:45:00,118799.5,118940.6,118799.4,118800.1,118900.3,8.82707941,273
2025-10-02 12:00:00,118800.1,118919.9,118800.1,118919.9,118903.7,2.70928156,297
2025-10-02 12:15:00,118919.9,119150.7,118919.8,119150.7,118999.9,16.36387206,396
2025-10-02 12:30:00,119150.7,119349.9,119100.0,119282.9,119263.9,35.40853251,540
2025-10-02 12:45:00,119282.9,119400.0,119255.1,119400.0,119337.5,18.66634625,511
2025-10-02 13:00:00,119400.0,119441.2,119183.7,119184.1,119352.9,6.93632643,470
2025-10-02 13:15:00,119184.1,119270.8,118994.9,119227.9,119052.3,32.29414866,526
2025-10-02 13:30:00,119227.8,119537.9,119227.8,119537.8,119479.9,33.30935057,733
2025-10-02 13:45:00,119537.9,119800.0,119537.9,119725.1,119722.8,57.55459812,967
2025-10-02 14:00:00,119725.1,119725.1,119370.1,119429.9,119483.8,38.46686122,659
2025-10-02 14:15:00,119430.0,119711.0,119430.0,119710.9,119644.1,29.67319182,535
2025-10-02 14:30:00,119711.0,119801.0,119085.4,119085.4,119349.5,17.62567277,699
2025-10-02 14:45:00,119085.5,119085.5,118806.5,118874.1,118995.2,26.09832502,697
2025-10-02 15:00:00,118874.2,119243.0,118650.0,119243.0,118871.6,23.28143572,693
2025-10-02 15:15:00,119242.9,119607.6,119130.9,119518.9,119349.3,12.89588333,522
2025-10-02 15:30:00,119518.9,119665.0,119295.5,119665.0,119506.5,18.06212637,444
2025-10-02 15:45:00,119664.9,119950.0,119658.1,119950.0,119851.8,46.33519389,709
2025-10-02 16:00:00,119950.0,120300.0,119839.0,120164.9,120025.5,103.40559439,1527
