time,open,high,low,close,vwap,volume,count
2025-10-02 00:00:00,0.851,0.855901,0.850791,0.8559,0.855028,260171.24785689,245
2025-10-02 00:15:00,0.855167,0.855167,0.85266,0.853158,0.854535,56814.70281736,122
2025-10-02 00:30:00,0.852301,0.853134,0.850848,0.851977,0.851822,17741.59869889,106
2025-10-02 00:45:00,0.851912,0.851912,0.849314,0.849478,0.85019,16811.36410588,69
2025-10-02 01:00:00,0.849477,0.851521,0.848659,0.851227,0.85048,13714.54795853,56
2025-10-02 01:15:00,0.851317,0.854235,0.850221,0.852814,0.852175,9281.08425562,22
2025-10-02 01:30:00,0.8527,0.854696,0.8527,0.854314,0.853979,17300.36797472,51
2025-10-02 01:45:00,0.854315,0.859836,0.854314,0.858187,0.857805,280278.67107062,223
2025-10-02 02:00:00,0.858188,0.858997,0.854433,0.855962,0.857182,256096.41604907,226
2025-10-02 02:15:00,0.856684,0.8573,0.855199,0.855598,0.856089,40745.27048419,72
2025-10-02 02:30:00,0.85573,0.859998,0.85567,0.85992,0.859691,107579.03258015,125
2025-10-02 02:45:00,0.85992,0.86,0.856965,0.858156,0.859742,126971.02564191,148
2025-10-02 03:00:00,0.858157,0.859499,0.857558,0.859329,0.859101,67908.54650706,80
2025-10-02 03:15:00,0.859056,0.859056,0.85627,0.857792,0.857345,8639.81368977,74
2025-10-02 03:30:00,0.857799,0.858936,0.856866,0.857446,0.857495,487325.15965702,189
2025-10-02 03:45:00,0.857446,0.857446,0.854459,0.855152,0.8555,11748.00167973,51
2025-10-02 04:00:00,0.855394,0.857095,0.85486,0.856449,0.856107,19810.14162383,50
2025-10-02 04:15:00,0.856269,0.856397,0.852461,0.852461,0.853106,43789.22680102,60
2025-10-02 04:30:00,0.852462,0.852858,0.850922,0.852366,0.852329,20915.08018286,75
2025-10-02 04:45:00,0.852615,0.854891,0.852515,0.85489,0.854045,8461.60992235,43
2025-10-02 05:00:00,0.855389,0.855761,0.85408,0.854393,0.854145,24682.85485513,43
